query_or_cluster	ownership_type	primary_owner_sku	supporting_skus	competing_skus	overlap_risk	ownership_reason	manual_review_required
стрелец	FAMILY_SHARED	1720124782;2186839757;2271285786		1720124782;2186839757;2271285786	HIGH	3 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
стрелец подвеска на машину ключ	SKU_SPECIFIC	2186839757			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
сувенир коза	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
сувенир подвеска в машину скорпион	SKU_SPECIFIC	2186836116			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
сувенирная хоккейная майка на зеркало в машину	FAMILY_SHARED		2186852750		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талесман для рака	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
талимсаны	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
талисман	STORE_GENERIC		1602715556;1602717077;1602722942;1611695246;1623753672;1629493686;1636048691;1640334195;2186766628;2186796339;2186836116;2186839757;2186848313;2186850644;2186852750;2186856503;2186857668;2186865070;2271210394;2271219774;2271234726;2271240621;2271262133;2271270261;2271275793;2271285786;2271292556;2559437928;2559748332		LOW	0 exact/strong owner(s); 29 family/generic supporting relation(s).	NO
талисман - подвеска на зеркало в машину. знак зодиака	FAMILY_SHARED		1720141903		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
"талисман - подвеска на зеркало в машину. знак зодиака ""овен"	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
талисман в автомобиль	FAMILY_SHARED		2326866320		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман в иашину стрелец	SKU_SPECIFIC	1720124782			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
талисман в машину	FAMILY_SHARED		1640264403		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман в машину дева	SKU_SPECIFIC	2271240621			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
талисман в машину женский	STORE_GENERIC		2186796339;2186802133;2271210394;2559748332		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
талисман в машину иконка близнецов	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
талисман в машину красивый на зеркало	FAMILY_SHARED		1720153914		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман в машину мужской	STORE_GENERIC		1720144370;2559748332		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
талисман в машину на зеркало	STORE_GENERIC		1640330072;1640337426;2186796339;2271210394		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
талисман дева	FAMILY_SHARED	1720144370;2186865070		1720144370;2186865070	HIGH	2 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
талисман для девы мужской	FAMILY_SHARED		2186865070		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман зеркало	FAMILY_SHARED		1636041142		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман из дерева	FAMILY_SHARED		1602715556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман маска для знака зодиака близнецы	SKU_SPECIFIC	1720131759			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
талисман машина	FAMILY_SHARED		2186802133		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман мужской на шею	FAMILY_SHARED		2271275793		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман на любовь	FAMILY_SHARED		1623753672		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман на удачу для автомобиля	FAMILY_SHARED		2271219774		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман на шею мужской	FAMILY_SHARED		2186848313		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман оберег деревянный	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман овен в машину мужской	SKU_SPECIFIC	2186850644			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
талисман овен мужской в машину	SKU_SPECIFIC	2186850644			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
талисман овна	FAMILY_SHARED		1720148880		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман от сглаза в машину	FAMILY_SHARED		1636048691		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман от сглаза в машину на зеркало	FAMILY_SHARED		1629553898		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман от сглаза и порчи	FAMILY_SHARED		2326866320		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман подвеска	FAMILY_SHARED		1720148880		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман подвеска в машину	FAMILY_SHARED		1623753672		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман подвеска в машину плетеный	FAMILY_SHARED		1720153914		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман подвеска весы	SKU_SPECIFIC	2271219774			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
талисман предков	FAMILY_SHARED		2184168890		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман скорпион	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
талисман скорпион подвеска в авто	SKU_SPECIFIC	1720160556			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
талисман стрельца	FAMILY_SHARED		2271285786		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисман японский	FAMILY_SHARED		1602715556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисманудачи	FAMILY_SHARED		2559748332		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
талисманы	STORE_GENERIC		1611643847;1636048691		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
талисманы и обереги	STORE_GENERIC		1602717077;1720131759;1720147059;2184234912		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
тарелка козерог	SKU_SPECIFIC	2186852750			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
телец	FAMILY_SHARED	1720161841;2186766628;2271292556		1720161841;2186766628;2271292556	HIGH	3 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
телец знакзодиака на стену	SKU_SPECIFIC	2271292556			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
телец значок	SKU_SPECIFIC	2186766628			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
телец колье	SKU_SPECIFIC	2271292556			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
телец подвеска в маш	SKU_SPECIFIC	1720161841			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
термоаппликация славянская	FAMILY_SHARED		1640334195		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
термонаклейка блищнецы	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
толисман подвеска на зеркало машины знак зодиака	FAMILY_SHARED		1720161841;2186839757		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
толстовка велес	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
трафарет стрелец знак зодиака для топора	SKU_SPECIFIC	2271285786			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
трафарет узел валькнутв	SKU_SPECIFIC	1611695246			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
триглав	SKU_SPECIFIC	1640264403			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
узел анама кара подвеска	SKU_SPECIFIC	1611695246			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
узел оберег	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
узел подвеска в машину	SKU_SPECIFIC	1611695246			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
украшение автомобиля на зеркало	STORE_GENERIC		2184098058;2186850644		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
украшение в машину на зеркало знаки зодиака	FAMILY_SHARED		2186802133;2271270261		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
украшение в машину на зеркало оберег	FAMILY_SHARED		2184932293		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
украшение в машину на зеркало подвеска	FAMILY_SHARED		2184234912		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
украшение на зеркало автомобиля знаки зодиака	FAMILY_SHARED		2186839757		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
украшение подвеска в машину	FAMILY_SHARED		1640334195		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
украшение подвеска на зеркало автомобиля	FAMILY_SHARED		2186836116		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
украшения на зеркало автомобиля автомобилист	FAMILY_SHARED		1623753672		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
украшения обереги	FAMILY_SHARED		2186852750;2186856503		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
украшения предков	FAMILY_SHARED		2183808182		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
украшения я в машину в салон	FAMILY_SHARED		1629493686		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
фигурка в машину дева	FAMILY_SHARED	2186843798;2186865070		2186843798;2186865070	HIGH	2 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
флаг гугнир	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
флаги россии маленькие на присоске в машину	SKU_SPECIFIC	2559817779			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
футболка знаки зодиака мужская	FAMILY_SHARED		2271262133		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
хобби	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
худи со знаком зодиака	FAMILY_SHARED		2186796339		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
цепочка надежная для кулона	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
